c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,Category
0,19.226141338301606,0.49630680642503977,-73.87751651452616,24.279555047976338,17.365074367191838,10.88337721570955,19.42791603145325,-41.18125771380525,-14.998518654471209,36.203755197759754,3.6199353963816643,-1.2584236879814066,5.650749889579971,atkinsi
1,19.091186529769367,-11.881196473431652,-51.768868850928584,8.476956197321975,27.661886104193258,15.63638740361955,0.8699016023153504,-43.739252515875215,7.799848208471838,45.83120353663579,-8.881058531197072,-14.832515970492228,12.74889776396544,atkinsi
2,18.79203478342723,-13.82331974854684,-58.36388669925532,1.3871359145639504,42.98556111235363,31.659468229177197,13.622538642380944,-38.45271570040162,-22.334913402816998,15.801685864659408,20.39112726441658,18.154364379413238,-8.436569699482028,atkinsi
3,18.661193737160524,-16.022135063113215,-51.237784628994206,1.2690304318791508,25.595242444163432,24.0547914172802,6.5201537152069085,-45.474774874509244,-10.893191201457425,37.19151308635015,14.46363409884947,-11.963478360607066,-13.193971970124315,atkinsi
4,18.429363392872062,-8.611701749214276,-44.79085309795916,7.530508105985778,20.53287327708874,9.403989026624158,12.01435314702465,-42.8394698501737,-23.139948318345382,44.95051051506803,9.621984031070832,-27.017516888571272,-0.8137707860872306,atkinsi
5,17.55602883168753,-12.134822761435114,-57.623425077814424,3.4256452394810744,29.112139090341486,18.83677343561075,21.189361168907134,-35.100210288134924,-28.52687330325426,16.676601405722362,2.0960445484912436,-4.064380027609163,4.478889459281108,atkinsi
6,17.86865513961525,-18.39237500052015,-54.39865220812207,10.309261342782914,16.699206470234923,17.91803053201639,34.58690906775192,-21.496052392599257,-28.072872702733864,25.697568776961308,19.261833526228934,8.367129555400293,13.04446145479628,atkinsi
7,18.283270859114555,-2.9764670336851853,-61.531608353065295,5.505748195068839,32.36182002637932,19.70751433759223,20.19416310283948,-21.272117850229613,-15.162676663556159,7.202429343200491,10.7270522039373,17.932014216392673,3.7212655403658013,atkinsi
8,18.369669887677006,-12.712209757395357,-68.07562594762008,-3.2007550199669415,25.22567002710715,6.959174436896892,20.45319004148575,-23.684621033260417,-31.11508683380489,10.345553561252355,6.999020219629309,6.458027413898266,8.52532124012305,atkinsi
9,19.658826695663524,-13.791108280915731,-48.700158776086425,5.642594702168224,16.855830515332194,4.698189016526764,20.21046448518239,-27.839876778342767,-32.344008638142164,26.12926273122706,11.321695187731276,-11.011548540928228,9.430624447521327,atkinsi
10,18.6297753130615,-11.381900834953742,-57.388847418961376,-5.42205928292873,33.286711232473166,20.759974456855844,14.325431175918855,-23.10504156072604,-20.87742516768338,17.239071230563553,21.978702774517018,13.630012900475762,6.743090497830629,atkinsi
11,18.732437896146376,-22.37667499050944,-56.90698225570475,-4.906717933539922,28.949769987668343,24.301276712251997,11.22960142761122,-39.69227011511492,-24.000409871502605,16.623495931015093,17.58190544854754,15.391051668024591,-0.20990096295898905,atkinsi
12,19.19256600248768,-5.695934360883206,-81.7984014393065,5.4336191372543095,25.99680465126453,24.354715729148708,19.711087207474446,-29.900612634315156,-17.61803914542502,10.297520557391108,6.985871061219792,17.931443122477596,0.596905365108573,atkinsi
13,19.550391042136805,-5.5616516794405815,-61.56169252984176,-0.7211706121840928,30.56167332550133,9.156763143355702,12.070109383706304,-27.128886542605635,-27.174499424928502,14.063940851632589,11.358241221966376,2.428186030302767,-1.7521056532050328,atkinsi
14,19.7762013795415,-6.904985643532861,-60.21324215049113,-1.4578684416800007,26.195206017124015,16.0435571714462,5.887159576693199,-39.48082952613434,-14.413398940720889,29.685544427514714,2.3994691124841667,-5.913499021425551,5.745484271273462,atkinsi
15,20.06006263458322,-1.3886207606270742,-65.49298662997919,-1.032301270572787,36.84668023421338,23.604576784630755,7.491822947623946,-41.19910236488322,-3.42201246036473,24.793733357721983,3.38765561435007,13.89025054483951,-8.763427668982777,atkinsi
16,20.29638837510487,-7.747042871071704,-68.74199945295882,-4.93538392775271,34.972214487603885,20.263154795744725,-2.582566282875157,-43.04174296037066,-9.598940721782034,23.035518876770382,2.5462795717332583,-0.7847656518667505,-8.92590216689234,atkinsi
17,19.888224192616335,5.8800971391817125,-67.34957515994846,2.125448309714755,31.411126696946,10.82701320615602,10.572780886354957,-39.59232114649669,-18.621188932057763,24.502111327257442,1.8341282782714712,3.5076854969994065,-6.842791134686972,atkinsi
18,19.964171120704908,3.974205979393634,-78.10196879378793,4.312525493915973,37.00167188544092,16.504204828131982,4.6773576672172545,-41.47359326481189,-20.375483470199313,5.95133972360465,6.075728131219483,15.887501064650245,-10.727492024300211,atkinsi
19,19.8437215592502,-7.135137659337465,-68.29551439677381,1.3252223961571599,36.4336339938966,19.548626386442326,9.536174941511616,-33.29054769626518,-15.942635749140289,6.846669295734815,8.947239889789536,20.284127625656975,-6.3416160775886645,atkinsi
20,19.95798295033089,-15.44492087158035,-76.14288266423796,-5.2226919217606635,34.74487362024287,22.12900529078757,13.856680160796667,-24.957667915505947,-14.074803654561025,17.105441224297397,15.811989296510095,18.257723118187727,1.0254375771741613,atkinsi
21,21.987615030774496,-2.474951099148175,-73.51792884778472,19.53140038737744,35.48970411831065,13.802294874217928,-21.78988438217651,-42.149292205576224,20.69692766572695,27.498362109311966,-20.955295552761733,-20.677289632936862,-3.3759893987262997,atkinsi
22,19.380991802237915,-18.965814376035688,-79.55419951703036,-1.157829299926561,24.999446854564923,12.573378129111944,22.924784181883496,-41.370282074974476,-15.47502903494759,41.48752428155108,23.19959807283984,16.766063786047877,7.6549480860778685,atkinsi
23,22.493938949607738,-3.1254992023497294,-62.18949902296836,16.40968180515304,41.57870977510617,-6.701529911436072,-30.647736124217975,-7.374370334016262,36.04090197771165,4.164961944958573,-28.61644134099876,10.839815394823715,25.392271709430133,atkinsi
24,22.011532341292053,-0.13002892591338908,-69.79651987859508,15.922479356060284,39.27019989329329,-1.021890543411572,-37.487614970949686,-17.98039003264981,29.9144816201716,-4.878505342535905,-31.302025534199245,9.366121838584647,13.783957857081528,atkinsi
25,22.024842245678098,-29.844071654775398,-67.43695040325238,-6.7697716225723035,47.673673573000684,7.258847435423067,-27.906125167250444,-27.850251365635515,6.726443498741411,21.58820039513387,-2.348493590098237,-1.014171115016107,9.91969145821409,atkinsi
26,22.66461560179606,-10.035757868502461,-61.01308637801167,16.078056118634493,47.03680861877297,-7.599039231487954,-36.87440367630271,-15.282681448836815,34.414513254832926,14.77280421336044,-29.91114511801185,2.1539797395690257,22.21137167593047,atkinsi
27,22.586640340547444,-13.524161791160624,-79.77518106103261,17.11632445277649,40.72608581702866,-4.20960381883953,-44.2262594738641,-27.131623975020947,26.861567884157505,-7.88390067715238,-31.701853509290924,6.624574882593702,12.264707601700387,atkinsi
28,21.952477822130646,-5.4976716631444145,-62.73521427932485,12.409695851142398,43.7049225151495,0.26279718939076907,-36.513909240542525,-16.622606813420244,40.16714674257451,8.037766611159674,-27.764925562661915,11.259009983778705,15.490689079207025,atkinsi
29,20.104753914110994,-20.41817395415086,-59.26757363122028,-19.09822760735939,25.214258180838613,6.381203491576436,-20.478820937973648,-24.730289059462407,-2.579246892852934,10.692747052011821,-1.7897604664104496,-10.330300680633393,-4.256168707924965,atkinsi
30,19.122763411216866,0.7950734667462067,-45.71716698544203,3.0620540653092965,19.855929549711618,-3.441896790169971,19.26281239305402,-19.177935672801336,-28.118316673256277,1.8089233275107668,25.3015108846843,25.48765161692176,-27.648536168536967,atkinsi
31,18.99859719535688,1.0992154147524338,-54.498921243868025,-1.232881256655741,24.996617083162878,0.46450072806242665,10.653472874465683,-14.878408390526825,-14.053741510011879,2.825467991121245,-1.12500588153376,15.070200766669052,2.645231297422385,atkinsi
32,18.921501138891987,9.405489722732796,-67.67585097645411,19.42656628465998,11.256318805857939,1.749370277069121,10.931696178999596,-18.599346772093988,-16.785209799829435,17.961560856177744,-3.020264464424957,4.541197735150284,3.951097544221295,atkinsi
33,20.122457244077637,-30.31465022835634,-70.07730893916036,-4.234206403251339,22.792194558446198,6.721105046675192,5.98405281233982,-43.48219018516225,-31.063555503606214,38.76117760338463,23.78564879639632,-6.96074897186355,9.953643304169923,atkinsi
34,19.087800465495338,-1.2447257842943351,-64.75199130263283,-1.5445526570772996,15.393352270967778,0.10854845503302579,11.484314535315276,-12.091058098261183,-12.528718051795845,-1.0094013210146817,0.3692407880635842,16.54055260674621,4.1171791858829,atkinsi
35,19.728507635765876,1.0280781243944483,-44.822157714875075,-8.841407847790341,18.935672655713596,8.640634142896603,6.568385248610543,-12.185833294047786,-13.839316345556048,-7.074337194533053,4.270512410279424,24.145748256730005,0.9084219911852133,atkinsi
36,19.77257812924947,7.382877807426337,-68.51098584597636,6.960590704012433,17.48150835255538,11.709887596170685,3.451746437875984,-16.18019801831329,-13.909939142629456,0.1850879816745791,4.6814783849245005,23.894995600609136,-9.962129274451359,atkinsi
37,21.131522248412494,3.25640573079852,-54.32152287968369,7.573751709683361,24.869581010881152,7.746010188753976,-17.15782463852083,-12.059100549750147,-10.927292685656191,22.53515506496589,4.610910547369373,-12.889706644961175,-10.523805804845326,atkinsi
38,20.219664261588274,-14.642302465454407,-52.9421892353668,-1.2785329126081657,27.8973926539731,2.854260587814262,-0.9169140475298333,-25.707370727237482,-15.322284506586076,29.19186006143401,8.571888359266953,-18.36856831051866,-2.085965524063028,atkinsi
39,20.215261906669987,2.053404955501231,-50.634635127536086,0.3298246882467072,23.297756398285195,5.890001705309006,-2.2863342029194276,-20.019684993770746,-15.730027144627622,21.641920230883997,10.833395050277499,-13.21387858434095,-7.18709287591884,atkinsi
40,20.08585624183823,-13.828226485125365,-50.08791577405278,-7.603864846958125,27.602242907565262,5.924850603968665,5.23817828784663,-14.078828121024884,-29.250528230812126,5.9520368140708655,36.097104686127004,9.256061699314976,-30.87551199154527,atkinsi
41,18.968013887831788,-17.623470700426076,-56.719127423618495,-16.368923694267984,14.37605250194975,7.543060330053734,9.238014723132316,-16.069249777832642,-12.933997352040318,0.53324291575814,0.5303899080480137,20.065603842135715,4.22235771583808,atkinsi
