c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,Category
0,24.45478522541051,-957.9886885562549,-1281.9936494609578,-1621.328797274327,-1630.5639484558776,-1490.422055115991,-1173.8586004458723,-723.4378994980333,-300.9981395614347,136.15985901158496,349.8532712298001,432.005871261956,292.381359097063,B. nana
1,24.85482459526858,-954.7579441895019,-1279.838569655438,-1625.9870094739047,-1625.2765945963422,-1482.7083019898196,-1166.7531214272044,-712.182184333972,-295.36694749413067,133.74530715238745,348.32997221442537,432.7922722445566,285.4131566258811,B. nana
2,24.36292985667859,-956.4500237932087,-1273.7416773437003,-1606.748837548731,-1615.635137786233,-1473.2828757180373,-1164.7255793422432,-723.6083248918413,-303.131250655361,129.22640185725103,347.8096215245407,417.9003512764465,282.5871555769754,B. nana
3,24.120526562719068,-959.4018400627058,-1282.1470094636709,-1617.4344027725235,-1642.3765164903386,-1486.6542264874997,-1174.5460607782268,-712.3014241167027,-286.0611223302907,114.2479693081971,353.3505118204348,420.848093624483,300.36797141436404,B. nana
4,22.542658447644804,-956.3034761802154,-1282.6136465984125,-1589.7634171921475,-1630.957937499229,-1462.3858171625263,-1165.832897606642,-727.6375323563985,-302.0973116235053,124.23606330335656,361.74057578424157,422.574572588595,279.2362925517567,B. nana
5,23.133981844005977,-954.6897121837958,-1282.3097986715634,-1599.3973119909842,-1631.0035572329177,-1459.7525614845445,-1162.1966759588004,-730.0227505027178,-298.01250889016757,117.37427870685573,338.8455066553976,426.1134075052237,292.46611693020964,B. nana
6,22.01615971925658,-965.4322151497622,-1297.2152836190721,-1595.4226334791629,-1617.4848816671167,-1443.5895758725553,-1151.6708068912058,-721.241181850353,-295.4866593823011,122.1569806505694,347.7853477658251,419.88801632762835,292.04800548192026,B. nana
7,23.41205303202551,-957.8799594326247,-1279.386989397556,-1591.684087542918,-1639.50277339149,-1471.95516396035,-1169.606771403724,-723.3264981258852,-290.993182975274,123.5292954577834,352.107172218603,420.9564910383044,289.1388231866722,B. nana
8,22.565407502638436,-970.2294083642653,-1295.8789913623032,-1583.3358165730067,-1617.7863078813887,-1443.4805786843622,-1160.1533288880328,-726.7781915542785,-300.8697308710612,122.4564067471652,361.27428244621717,419.3389357238826,293.531799885403,B. nana
9,23.355919097134212,-951.74235580103,-1275.7668756179496,-1604.504024510497,-1632.9438910506458,-1479.5619994805315,-1176.8710361570668,-700.9094770339861,-293.7155688896755,127.87945331825452,345.0972368361947,416.40214332294704,284.7191031003291,B. nana
10,23.97184175424846,-955.1291361540981,-1269.6483232085764,-1600.5708697925947,-1634.0051813958798,-1487.4453789313156,-1179.0981589719338,-704.1071363583793,-284.0584316507618,135.07953239447338,340.89433312541627,407.20134872917345,280.78610283148873,B. nana
11,23.80078384983279,-955.0436245965792,-1275.4744470800392,-1604.5902713309913,-1624.9735157186142,-1475.4745919628017,-1170.3752761320195,-711.3829742010117,-294.394616461939,123.58549152050631,347.8595840267858,414.59569872974794,285.7219690321969,B. nana
12,23.667714764324217,-950.3500086586429,-1285.1312944539584,-1613.1214791135446,-1628.0640069835279,-1473.0742727781799,-1168.3043734640337,-697.2989049403111,-300.7605509722612,124.92494898395312,340.72355694794794,414.08809404870067,283.338684327607,B. nana
13,23.355919097134212,-951.74235580103,-1275.7668756179496,-1604.504024510497,-1632.9438910506458,-1479.5619994805315,-1176.8710361570668,-700.9094770339861,-293.7155688896755,127.87945331825452,345.0972368361947,416.40214332294704,284.7191031003291,B. nana
14,23.97184175424846,-955.1291361540981,-1269.6483232085764,-1600.5708697925947,-1634.0051813958798,-1487.4453789313156,-1179.0981589719338,-704.1071363583793,-284.0584316507618,135.07953239447338,340.89433312541627,407.20134872917345,280.78610283148873,B. nana
15,23.80078384983279,-955.0436245965792,-1275.4744470800392,-1604.5902713309913,-1624.9735157186142,-1475.4745919628017,-1170.3752761320195,-711.3829742010117,-294.394616461939,123.58549152050631,347.8595840267858,414.59569872974794,285.7219690321969,B. nana
16,23.667714764324217,-950.3500086586429,-1285.1312944539584,-1613.1214791135446,-1628.0640069835279,-1473.0742727781799,-1168.3043734640337,-697.2989049403111,-300.7605509722612,124.92494898395312,340.72355694794794,414.08809404870067,283.338684327607,B. nana
17,23.319471635881804,-939.8659435800778,-1312.9188559587496,-1614.6084607318844,-1654.2268156744944,-1483.3057363572038,-1182.6815520034131,-707.5158441413174,-291.992570363751,131.22309998792198,351.139700709692,426.7309443272841,294.2994618964216,B. nana
18,24.16498420271137,-938.7107074441669,-1314.855733721437,-1621.6999364684787,-1653.2455788454488,-1488.7517898881795,-1185.350027318981,-710.2831572264117,-292.9520438299852,133.20722648097578,355.21023739280156,429.01258088953523,289.9931073645159,B. nana
19,23.53413713488542,-953.0006767053507,-1304.9167201177722,-1601.6741529675944,-1637.698731872027,-1464.394788353674,-1168.8079090760027,-701.8667413144377,-303.403356005721,123.17331308649014,350.3753923236218,423.08941208582917,289.1179947123817,B. nana
20,23.337891777408142,-950.6488893407627,-1307.6869010735861,-1610.4337953713964,-1657.2993062425596,-1486.688840832757,-1189.9173796617172,-708.8337650649243,-288.836979149587,137.1751081659127,358.60756922103076,430.6906326253975,301.5580135032086,B. nana
21,23.007128127198996,-941.0445286820146,-1314.5678383961251,-1613.477321412314,-1655.5379167922863,-1484.3209734153565,-1191.5790068927454,-703.3849339123099,-286.059967585639,129.1161244244753,363.52317279227,421.47823857318735,294.4817360961411,B. nana
22,23.071559192728543,-939.8744720989214,-1314.5115726796778,-1614.9522778543924,-1656.8821146783343,-1483.7289783802055,-1186.212203357084,-710.6727043857462,-292.19938274926733,129.14436338335747,358.0233675732403,427.9002483434873,297.0187244584223,B. nana
23,22.04149238617222,-935.5997336710445,-1313.7393256698956,-1606.4739965914957,-1657.8196290396613,-1470.9767349389724,-1193.3242816072348,-699.5829602392583,-292.7708209777679,131.75435083914104,353.72047560915036,423.5099673333484,302.49180221854647,B. nana
24,22.608897307973006,-944.5949893621773,-1300.6164884604357,-1603.6708352199141,-1651.2312689836137,-1467.5078393928625,-1192.264057797733,-696.0291637153242,-293.9758753417254,132.17440166270922,348.30710375114575,430.0175994916344,298.7189989372869,B. nana
25,22.956971085251954,-945.3736009312422,-1312.0020613359682,-1615.3447372294654,-1663.2838288489818,-1479.5416448510675,-1200.5405171912553,-702.2861349429984,-296.3558249077392,131.61743714266157,356.1594198423521,431.3621626819813,314.3211373595885,B. nana
26,23.06226354217795,-947.5333043880057,-1301.8341190991166,-1612.449967291196,-1654.2463230945398,-1472.256840907195,-1199.0376165883538,-702.74167751601,-293.98973671235206,127.73551401478748,356.72193537120205,423.6062537274315,306.74703521914324,B. nana
27,22.33494726917082,-961.5642068999556,-1301.9208304648193,-1597.6210514494087,-1647.5118596713085,-1463.575602360651,-1193.294574383322,-697.7062243233732,-297.13482011916176,117.89692850886189,365.87373450852164,436.06406488988745,310.4997571486116,B. nana
28,22.352083708328077,-943.7716767679615,-1304.5862089582802,-1610.2445120133573,-1652.691633060305,-1476.799070899976,-1180.1756745556158,-715.771406966177,-276.02756013619705,115.98770328285178,368.72510319660086,411.9438886558678,307.7084492217228,B. nana
29,22.462220410574307,-946.5237850694708,-1295.4043439697589,-1606.717021643547,-1659.7461277757106,-1463.6895793987858,-1178.9021751269606,-712.4523896133551,-279.7574114152662,113.15549106306054,373.79089270803354,411.0240787211096,309.4722205459254,B. nana
30,22.551940636655356,-951.3996916476655,-1285.396983626895,-1593.4219507534453,-1656.3873755626691,-1455.2194191915225,-1160.7839960561635,-709.8967625398416,-290.15449261616334,113.87155995469412,360.0079099189111,397.5305942798841,292.3459062267005,B. nana
31,22.63336182024551,-948.3863522182328,-1293.6160753264232,-1596.3904344107737,-1662.583204637309,-1454.7280467595026,-1179.277311818337,-702.4987465371779,-286.7587800539684,115.72798973904106,366.8030636972588,408.6879331334699,311.42324795766467,B. nana
32,23.47976195173414,-943.5084311160856,-1312.104246318677,-1614.9239112996954,-1658.7399476085511,-1483.9391091064124,-1186.8395283937552,-710.8973728646752,-287.57204594308473,128.43777217099307,358.1944331928498,423.0435011702316,306.3307539295134,B. nana
33,24.260055373329372,-957.3258424922916,-1291.5549173613551,-1609.8948397119343,-1657.7060440021808,-1464.4106306351578,-1183.4427456211947,-718.5529467594331,-279.7834459318513,129.73117890192992,359.18346094445667,414.73519022427445,302.4558684454596,B. nana
34,23.998277980979143,-941.8409076072443,-1314.4217501112714,-1619.0934800403277,-1658.2477187688778,-1487.0231347248875,-1186.2161090347154,-714.0407331154935,-285.5868186252047,124.43695134422292,362.3387189349003,424.60423662676226,299.2116028559198,B. nana
35,20.38146155146559,-960.4248253394018,-1302.077990257224,-1579.0577468135768,-1634.7095294714406,-1448.3723659847815,-1153.4098019021867,-733.7323384823176,-281.6696456806096,125.2413449880178,342.5436415262029,428.7455475502572,304.05529695839465,B. nana
36,20.27370960393143,-952.1904155151122,-1300.7204681344872,-1584.662922258692,-1638.6662509690048,-1459.563457945756,-1155.10031267054,-720.4951371808154,-278.363565862723,130.0575210543748,354.9468038261971,412.2608839266576,285.9506617485805,B. nana
37,22.44945959323531,-942.8098909829334,-1299.1377348180147,-1618.3562894689471,-1643.8005037106282,-1479.5553416953176,-1184.0206889229746,-695.9161773086712,-292.90016247437103,122.41090818022487,365.71799007593813,410.7387271704216,302.60587459056586,B. nana
38,22.95418268343253,-951.3640324272858,-1280.0378135528122,-1606.152920256708,-1641.8431874545925,-1470.4218228119792,-1173.223823065776,-703.161556291701,-296.98850798140194,119.77910997300927,356.89025545086804,405.23668568903446,293.7066026070771,B. nana
39,23.434130981769638,-946.4156213040976,-1291.1243901757184,-1617.5918440529567,-1638.2728027366836,-1477.537644270114,-1184.003300495438,-700.9026865808715,-292.19487315317303,124.2262231590368,362.31947847508854,413.44293350777946,298.0623156022744,B. nana
40,23.399478589743463,-940.0000977674569,-1312.3467940607059,-1621.1798145987595,-1652.4840207964164,-1486.7473801679569,-1188.0573914515494,-707.6615821399752,-290.68066479369463,128.31803483117469,360.6151974195155,425.61398775290684,297.97239951214743,B. nana
41,22.136988945174465,-956.3840566521932,-1292.2983362380457,-1593.3883394962781,-1653.5862300655979,-1467.796668826752,-1183.5932912130424,-700.0861086120389,-298.00759020032916,136.51598318785219,355.745818304709,418.56071648019446,309.72027735977287,B. nana
