DurationTime,ZeroCrossRate,StartTime,EndTime,EntropyTime,LocalMaxMean,PeakToPeak,RmsTime,StartToMax,BandWidth,MaxFreq,MinFreq,PeakFreq,PeaksAbove,Category
211,0.0025,0.0016,0.0,0.0025,0,0.01,0.0267,0.01,0.0009,7.81,14.64,6.83,11.71,1,E. glaucinus
212,0.002,0.002,0.0,0.002,0,0.01,0.0337,0.01,0.0009,3.9,13.67,9.76,11.71,1,E. glaucinus
213,0.003,0.0013,0.0,0.003,0,0.02,0.1043,0.02,0.0015,5.85,18.55,12.69,15.62,1,E. glaucinus
214,0.004,0.001,0.0,0.004,0,0.02,0.1118,0.02,0.0013,6.83,19.53,12.69,14.64,1,E. glaucinus
215,0.0065,0.0006,0.0,0.0065,0,0.04,0.2046,0.04,0.0014,27.34,29.29,1.95,18.55,2,E. glaucinus
216,0.0065,0.0006,0.0,0.0065,0,0.03,0.1699,0.03,0.0016,110.35,112.3,1.95,18.55,3,E. glaucinus
217,0.0065,0.0006,0.0,0.0065,0,0.04,0.2046,0.04,0.0016,27.34,29.29,1.95,18.55,2,E. glaucinus
218,0.008,0.0005,0.0,0.008,0,0.08,0.3892,0.08,0.0032,27.34,29.29,1.95,16.6,3,E. glaucinus
219,0.0095,0.0004,0.0,0.0095,0,0.03,0.2344,0.04,0.0037,30.27,32.22,1.95,15.62,3,E. glaucinus
220,0.0105,0.0004,0.0,0.0105,0,0.05,0.3941,0.07,0.0061,33.2,35.15,1.95,14.64,2,E. glaucinus
221,0.008,0.0005,0.0,0.008,0,0.06,0.3032,0.06,0.0058,33.2,35.15,1.95,14.64,3,E. glaucinus
222,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.02,0.1328,0.02,0.0076,111.32,113.28,1.95,14.64,3,E. glaucinus
223,0.01,0.0004,0.0,0.01,0,0.02,0.1494,0.03,0.0035,121.09,122.07,0.97,17.57,4,E. glaucinus
224,0.0105,0.0004,0.0,0.0105,0,0.05,0.2529,0.05,0.003,23.43,25.39,1.95,16.6,3,E. glaucinus
225,0.0095,0.0004,0.0,0.0095,0,0.02,0.1001,0.02,0.006,111.32,113.28,1.95,15.62,3,E. glaucinus
226,0.0085,0.0005,0.0,0.0085,0,0.03,0.1753,0.04,0.0026,27.34,29.29,1.95,15.62,3,E. glaucinus
227,0.0085,0.0005,0.0,0.0085,0,0.05,0.207,0.04,0.0068,28.32,30.27,1.95,19.53,2,E. glaucinus
228,0.008,0.0005,0.0,0.008,0,0.03,0.1499,0.03,0.005,110.35,112.3,1.95,14.64,3,E. glaucinus
229,0.008,0.0005,0.0,0.008,0,0.02,0.1118,0.02,0.0039,111.32,113.28,1.95,18.55,3,E. glaucinus
230,0.008,0.0005,0.0,0.008,0,0.02,0.1231,0.02,0.0054,111.32,113.28,1.95,19.53,3,E. glaucinus
231,0.008,0.0005,0.0,0.008,0,0.06,0.2612,0.06,0.0031,31.25,33.2,1.95,19.53,2,E. glaucinus
232,0.0095,0.0004,0.0,0.0095,0,0.09,0.3892,0.08,0.0033,31.25,33.2,1.95,18.55,2,E. glaucinus
233,0.0085,0.0005,0.0,0.0085,0,0.1,0.4204,0.08,0.0032,34.17,36.13,1.95,18.55,2,E. glaucinus
234,0.0095,0.0004,0.0,0.0095,0,0.19,0.898,0.17,0.0049,38.08,41.01,2.92,15.62,2,E. glaucinus
235,0.0105,0.0004,0.0,0.0105,0,0.25,1.5596,0.33,0.0054,47.85,59.57,11.71,15.62,3,E. glaucinus
236,0.01,0.0004,0.0,0.01,0,0.2,0.8764999999999998,0.18,0.0042,32.22,34.17,1.95,16.6,3,E. glaucinus
237,0.009000000000000001,0.0004,0.0,0.009000000000000001,0,0.21,0.898,0.18,0.0046,37.1,40.03,2.92,15.62,2,E. glaucinus
238,0.0095,0.0004,0.0,0.0095,0,0.13,0.5396,0.12,0.0057,32.22,34.17,1.95,14.64,2,E. glaucinus
239,0.0115,0.0003,0.0,0.0115,0,0.14,0.8418,0.16,0.0028,33.2,33.2,0.0,16.6,3,E. glaucinus
240,0.01,0.0004,0.0,0.01,0,0.19,0.8510999999999997,0.18,0.0037,32.22,34.17,1.95,18.55,2,E. glaucinus
241,0.0115,0.0003,0.0,0.0115,0,0.12,0.9434,0.17,0.0025,31.25,31.25,0.0,18.55,4,E. glaucinus
242,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.12,0.7451,0.15,0.0079,30.27,32.22,1.95,18.55,2,E. glaucinus
243,0.008,0.0005,0.0,0.008,0,0.13,0.6231,0.13,0.0018,24.41,26.36,1.95,18.55,2,E. glaucinus
244,0.0085,0.0005,0.0,0.0085,0,0.06,0.2788,0.06,0.0067,26.36,27.34,0.97,18.55,2,E. glaucinus
245,0.012,0.0003,0.0,0.012,0,0.16,1.2456,0.22,0.0028,31.25,33.2,1.95,18.55,2,E. glaucinus
246,0.012,0.0003,0.0,0.012,0,0.16,1.2456,0.22,0.0028,31.25,33.2,1.95,18.55,2,E. glaucinus
247,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.29,1.8443,0.37,0.0024,30.27,33.2,2.92,16.6,4,E. glaucinus
248,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.21,1.5596,0.32,0.0055,20.5,32.22,11.71,15.62,2,E. glaucinus
249,0.0125,0.0003,0.0,0.0125,0,0.23,1.5019999999999998,0.3,0.0024,33.2,36.13,2.92,14.64,3,E. glaucinus
250,0.0135,0.0003,0.0,0.0135,0,0.41,1.9366,0.54,0.0025,23.43,35.15,11.71,14.64,2,E. glaucinus
251,0.008,0.0005,0.0,0.008,0,0.06,0.2871,0.05,0.0053,30.27,32.22,1.95,16.6,3,E. glaucinus
252,0.012,0.0003,0.0,0.012,0,0.08,0.5972,0.11,0.0041,27.34,29.29,1.95,15.62,2,E. glaucinus
253,0.0095,0.0004,0.0,0.0095,0,0.12,0.6172,0.12,0.0027,26.36,28.32,1.95,18.55,2,E. glaucinus
254,0.009000000000000001,0.0004,0.0,0.009000000000000001,0,0.09,0.3965,0.08999999999999998,0.0018,24.41,26.36,1.95,18.55,2,E. glaucinus
255,0.0075,0.0005,0.0,0.0075,0,0.03,0.1504,0.03,0.003,111.32,113.28,1.95,15.62,3,E. glaucinus
256,0.017,0.0002,0.0,0.017,0,0.05,0.1904,0.04,0.0021,2.92,27.34,24.41,26.36,1,M. minutus
257,0.016,0.0003,0.0,0.016,0,0.04,0.1875,0.03,0.0029,3.9,28.32,24.41,26.36,1,M. minutus
258,0.016,0.0003,0.0,0.016,0,0.05,0.1939,0.04,0.0062,2.92,27.34,24.41,26.36,1,M. minutus
259,0.012,0.0003,0.0,0.012,0,0.01,0.064,0.01,0.0099,125.0,125.0,0.0,27.34,3,M. minutus
260,0.015,0.0003,0.0,0.015,0,0.03,0.1265,0.03,0.0056,94.72,120.11,25.39,28.32,3,M. minutus
261,0.0275,0.0001,0.0,0.0275,0,0.03,0.2666,0.03,0.0041,3.9,28.32,24.41,26.36,1,M. minutus
262,0.0025,0.0016,0.0,0.0025,0,0.01,0.0635,0.01,0.0014,124.02,124.02,0.0,20.5,15,M. minutus
263,0.0025,0.0016,0.0,0.0025,0,0.01,0.0718,0.01,0.0016,123.04,124.02,0.97,21.48,22,M. minutus
264,0.0025,0.0016,0.0,0.0025,0,0.02,0.0728,0.01,0.0011,119.14,124.02,4.88,19.53,16,M. minutus
265,0.0025,0.0016,0.0,0.0025,0,0.02,0.0801,0.01,0.0013,124.02,124.02,0.0,18.55,13,M. minutus
266,0.002,0.002,0.0,0.002,0,0.02,0.0825,0.01,0.0011,121.09,123.04,1.95,22.46,17,M. minutus
267,0.003,0.0013,0.0,0.003,0,0.01,0.061,0.01,0.0017,124.02,124.02,0.0,18.55,6,M. minutus
268,0.003,0.0013,0.0,0.003,0,0.01,0.0615,0.01,0.0016,124.02,124.02,0.0,18.55,6,M. minutus
269,0.0025,0.0016,0.0,0.0025,0,0.01,0.0752,0.01,0.0013,123.04,125.0,1.95,18.55,7,M. minutus
270,0.0045,0.0009,0.0,0.0045,0,0.01,0.0562,0.01,0.0029,125.0,125.0,0.0,22.46,1,M. minutus
271,0.040999999999999995,0.0001,0.0,0.040999999999999995,0,0.04,0.353,0.05,0.0016,2.92,28.32,25.39,26.36,1,M. minutus
272,0.0305,0.0001,0.0,0.0305,0,0.02,0.1753,0.02,0.0098,104.49,120.11,15.62,28.32,4,M. minutus
273,0.036000000000000004,0.0001,0.0,0.036000000000000004,0,0.02,0.1773,0.02,0.0256,116.21,124.02,7.81,31.25,16,M. minutus
274,0.0315,0.0001,0.0,0.0315,0,0.01,0.0962,0.01,0.0046,125.0,125.0,0.0,30.27,2,M. minutus
275,0.0025,0.0016,0.0,0.0025,0,0.01,0.0664,0.01,0.0015,125.0,125.0,0.0,26.36,7,M. minutus
276,0.004,0.001,0.0,0.004,0,0.01,0.0605,0.01,0.0015,125.0,125.0,0.0,25.39,2,M. minutus
277,0.002,0.002,0.0,0.002,0,0.01,0.0786,0.01,0.0013,117.18,124.02,6.83,22.46,22,M. minutus
278,0.002,0.002,0.0,0.002,0,0.02,0.0723,0.01,0.0012,122.07,125.0,2.92,21.48,21,M. minutus
279,0.015,0.0003,0.0,0.015,0,0.06,0.3941,0.06,0.0051,15.62,46.87,31.25,33.2,1,M. minutus
280,0.063,0.0001,0.0,0.063,0,0.04,0.5142,0.04,0.006,57.61,89.84,32.22,34.17,2,M. minutus
281,0.037000000000000005,0.0001,0.0,0.037000000000000005,0,0.12,1.857,0.2,0.0052,9.76,41.99,32.22,34.17,1,M. minutus
282,0.008,0.0005,0.0,0.008,0,0.46,1.8663,0.44,0.0046,13.67,46.87,33.2,35.15,1,M. minutus
283,0.008,0.0005,0.0,0.008,0,0.12,0.5318,0.11,0.006,9.76,41.99,32.22,34.17,1,M. minutus
284,0.004,0.001,0.0,0.004,0,0.06,0.3706,0.05,0.0019,21.48,60.54,39.06,45.89,1,M. minutus
285,0.015,0.0003,0.0,0.015,0,0.17,0.9527000000000002,0.16,0.0042,9.76,41.01,31.25,34.17,1,M. minutus
286,0.008,0.0005,0.0,0.008,0,0.1,0.3545,0.08,0.0063,17.57,47.85,30.27,34.17,1,M. minutus
287,0.006,0.0007,0.0,0.006,0,0.08,0.3086,0.07,0.0044,17.57,47.85,30.27,33.2,1,M. minutus
288,0.022000000000000002,0.0002,0.0,0.022000000000000002,0,0.04,0.2832,0.03,0.0029,88.86,119.14,30.27,38.08,4,M. minutus
289,0.02,0.0002,0.0,0.02,0,0.05,0.3613,0.05,0.0028,18.55,53.71,35.15,38.08,1,M. minutus
290,0.016,0.0003,0.0,0.016,0,0.09,0.6719,0.08,0.0036,26.36,62.5,36.13,39.06,1,M. minutus
291,0.008,0.0005,0.0,0.008,0,0.33,1.6944,0.33,0.0024,9.76,43.94,34.17,36.13,1,M. minutus
292,0.017,0.0002,0.0,0.017,0,0.03,0.2163,0.03,0.0045,84.96,119.14,34.17,36.13,5,M. minutus
293,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.04,0.2832,0.04,0.0022,85.93,120.11,34.17,36.13,3,M. minutus
294,0.012,0.0003,0.0,0.012,0,0.11,0.3369,0.08,0.003,2.92,34.17,31.25,32.22,1,M. minutus
295,0.012,0.0003,0.0,0.012,0,0.15,0.4439,0.11,0.0025,3.9,34.17,30.27,32.22,1,M. minutus
296,0.013999999999999999,0.0003,0.0,0.013999999999999999,0,0.25,0.8203,0.2,0.0034,3.9,36.13,32.22,33.2,1,M. minutus
297,0.013999999999999999,0.0003,0.0,0.013999999999999999,0,0.45,1.585,0.38,0.003,3.9,34.17,30.27,32.22,1,M. minutus
298,0.012,0.0003,0.0,0.012,0,0.26,0.8233,0.21,0.0074,6.83,39.06,32.22,34.17,1,M. minutus
299,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.17,0.5308,0.13,0.0068,7.81,39.06,31.25,33.2,1,M. minutus
300,0.006999999999999999,0.0006,0.0,0.006999999999999999,0,0.07,0.2627,0.06,0.003,19.53,53.71,34.17,38.08,2,M. minutus
301,0.01,0.0004,0.0,0.01,0,0.17,0.5239,0.13,0.0026,9.76,42.96,33.2,35.15,1,M. minutus
302,0.005,0.0008,0.0,0.005,0,0.19,0.8828,0.17,0.0014,59.57,59.57,0.0,41.01,2,M. minutus
303,0.006,0.0007,0.0,0.006,0,0.24,1.2774,0.23,0.0019,74.21,74.21,0.0,41.01,4,M. minutus
304,0.006,0.0007,0.0,0.006,0,0.28,1.3912,0.26,0.0015,73.24,73.24,0.0,39.06,4,M. minutus
305,0.006,0.0007,0.0,0.006,0,0.27,1.6177,0.28,0.0019,39.06,69.33,30.27,40.03,2,M. minutus
306,0.005,0.0008,0.0,0.005,0,0.24,1.0264,0.22,0.0015,68.35,68.35,0.0,36.13,3,M. minutus
307,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.12,0.3921,0.1,0.0047,8.78,41.01,32.22,34.17,1,M. minutus
308,0.015,0.0003,0.0,0.015,0,0.23,0.9434,0.21,0.0036,3.9,35.15,31.25,33.2,1,M. minutus
309,0.02,0.0002,0.0,0.02,0,0.09,0.4712,0.08999999999999998,0.0057,15.62,48.82,33.2,36.13,1,M. minutus
310,0.017,0.0002,0.0,0.017,0,0.2,0.8355,0.17,0.0055,3.9,34.17,30.27,32.22,1,M. minutus
311,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.16,0.6045,0.13,0.0019,14.64,48.82,34.17,37.1,1,M. minutus
312,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.1,0.4068,0.08,0.0065,2.92,32.22,29.29,31.25,1,M. minutus
313,0.012,0.0003,0.0,0.012,0,0.09,0.3726,0.07,0.0019,12.69,46.87,34.17,36.13,1,M. minutus
314,0.015,0.0003,0.0,0.015,0,0.03,0.1431,0.02,0.0108,90.82,120.11,29.29,31.25,3,M. minutus
315,0.012,0.0003,0.0,0.012,0,0.08,0.3574,0.07,0.0027,9.76,41.99,32.22,36.13,1,M. minutus
316,0.01,0.0004,0.0,0.01,0,0.08,0.2759,0.06,0.0072,4.88,37.1,32.22,34.17,1,M. minutus
317,0.009000000000000001,0.0004,0.0,0.009000000000000001,0,0.09,0.3584,0.07,0.001,14.64,48.82,34.17,37.1,1,M. minutus
318,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.1,0.4375,0.08999999999999998,0.0061,4.88,37.1,32.22,34.17,1,M. minutus
319,0.012,0.0003,0.0,0.012,0,0.14,0.5581,0.11,0.0015,17.57,51.75,34.17,37.1,1,M. minutus
320,0.018000000000000002,0.0002,0.0,0.018000000000000002,0,0.15,0.7875999999999997,0.13,0.0069,7.81,36.13,28.32,33.2,1,M. minutus
321,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.12,0.4434,0.1,0.0023,24.41,59.57,35.15,38.08,1,M. minutus
322,0.019,0.0002,0.0,0.019,0,0.18,0.9634,0.16,0.0063,4.88,35.15,30.27,33.2,1,M. minutus
323,0.015,0.0003,0.0,0.015,0,0.18,0.8697,0.15,0.0011,53.71,53.71,0.0,38.08,2,M. minutus
324,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.13,0.3921,0.1,0.0045,7.81,40.03,32.22,34.17,1,M. minutus
325,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.26,1.0161,0.23,0.0036,13.67,43.94,30.27,32.22,1,M. minutus
326,0.012,0.0003,0.0,0.012,0,0.18,0.6607,0.16,0.0046,11.71,41.99,30.27,33.2,1,M. minutus
327,0.012,0.0003,0.0,0.012,0,0.04,0.1436,0.03,0.0069,88.86,120.11,31.25,34.17,3,M. minutus
328,0.015,0.0003,0.0,0.015,0,0.04,0.1836,0.03,0.0062,89.84,120.11,30.27,32.22,3,M. minutus
329,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.36,1.479,0.32,0.0043,13.67,44.92,31.25,33.2,1,M. minutus
330,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.03,0.1333,0.03,0.0024,88.86,120.11,31.25,34.17,3,M. minutus
331,0.012,0.0003,0.0,0.012,0,0.3,1.1206,0.27,0.004,13.67,43.94,30.27,33.2,1,M. minutus
332,0.013999999999999999,0.0003,0.0,0.013999999999999999,0,0.03,0.1343,0.03,0.0035,120.11,120.11,0.0,28.32,4,M. minutus
333,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.37,1.3682,0.33,0.0039,18.55,49.8,31.25,34.17,1,M. minutus
334,0.012,0.0003,0.0,0.012,0,0.42,1.5889,0.37,0.0044,16.6,46.87,30.27,33.2,1,M. minutus
335,0.013999999999999999,0.0003,0.0,0.013999999999999999,0,0.05,0.1919,0.04,0.0047,4.88,33.2,28.32,30.27,1,M. minutus
336,0.008,0.0005,0.0,0.008,0,0.2,1.7315,0.22,0.0016,86.91,86.91,0.0,64.45,3,M. minutus
337,0.004,0.001,0.0,0.004,0,0.25,1.815,0.27,0.0015,59.57,90.82,31.25,72.26,2,M. minutus
338,0.003,0.0013,0.0,0.003,0,0.09,0.4038,0.08,0.0011,49.8,80.07,30.27,64.45,2,M. minutus
339,0.003,0.0013,0.0,0.003,0,0.16,0.9717,0.15,0.0006,97.65,97.65,0.0,71.28,3,M. minutus
340,0.004,0.001,0.0,0.004,0,0.09,0.4707,0.08,0.0019,52.73,83.0,30.27,62.5,2,M. minutus
341,0.004,0.001,0.0,0.004,0,0.32,1.7227,0.3,0.002,45.89,76.17,30.27,61.52,2,M. minutus
342,0.004,0.001,0.0,0.004,0,0.1,0.5562,0.08999999999999998,0.0008,53.71,83.98,30.27,62.5,2,M. minutus
343,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.05,0.2407,0.04,0.0061,3.9,32.22,28.32,30.27,1,M. minutus
344,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.05,0.1982,0.04,0.006,10.74,40.03,29.29,35.15,1,M. minutus
345,0.028999999999999998,0.0001,0.0,0.028999999999999998,0,0.05,0.3457,0.05,0.0031,3.9,32.22,28.32,30.27,1,M. minutus
346,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.25,0.9361,0.22,0.0034,4.88,37.1,32.22,34.17,1,M. minutus
347,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.03,0.1558,0.02,0.0052,89.84,118.16,28.32,30.27,3,M. minutus
348,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.27,0.9287,0.23,0.0035,5.85,37.1,31.25,33.2,1,M. minutus
349,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.24,0.8178999999999998,0.2,0.0039,4.88,35.15,30.27,32.22,1,M. minutus
350,0.015,0.0003,0.0,0.015,0,0.07,0.3369,0.06,0.0046,13.67,46.87,33.2,34.17,1,M. minutus
351,0.018000000000000002,0.0002,0.0,0.018000000000000002,0,0.09,0.4248,0.08,0.0051,8.78,41.99,33.2,35.15,1,M. minutus
352,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.04,0.1538,0.03,0.0058,60.54,89.84,29.29,30.27,2,M. minutus
353,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.12,0.4566,0.1,0.0028,6.83,40.03,33.2,35.15,1,M. minutus
354,0.003,0.0013,0.0,0.003,0,0.03,0.0903,0.02,0.0011,83.0,118.16,35.15,37.1,3,M. minutus
355,0.009000000000000001,0.0004,0.0,0.009000000000000001,0,0.06,0.2036,0.04,0.0058,10.74,45.89,35.15,37.1,1,M. minutus
356,0.01,0.0004,0.0,0.01,0,0.13,0.4443,0.1,0.0044,50.78,50.78,0.0,37.1,2,M. minutus
357,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.07,0.2612,0.06,0.0012,13.67,48.82,35.15,38.08,1,M. minutus
358,0.018000000000000002,0.0002,0.0,0.018000000000000002,0,0.11,0.6353,0.1,0.0062,10.74,40.03,29.29,30.27,1,M. minutus
359,0.013999999999999999,0.0003,0.0,0.013999999999999999,0,0.08,0.3735,0.07,0.0013,17.57,47.85,30.27,37.1,2,M. minutus
360,0.019,0.0002,0.0,0.019,0,0.06,0.3306,0.05,0.0141,21.48,50.78,29.29,31.25,1,M. minutus
361,0.011000000000000001,0.0004,0.0,0.011000000000000001,0,0.05,0.458,0.04,0.004,6.83,39.06,32.22,34.17,1,M. minutus
362,0.01,0.0004,0.0,0.01,0,0.03,0.1499,0.03,0.0029,89.84,118.16,28.32,30.27,3,M. minutus
363,0.01,0.0004,0.0,0.01,0,0.03,0.1792,0.03,0.0069,86.91,118.16,31.25,33.2,4,M. minutus
364,0.013999999999999999,0.0003,0.0,0.013999999999999999,0,0.19,0.7334,0.17,0.0027,3.9,31.25,27.34,29.29,1,M. minutus
365,0.015,0.0003,0.0,0.015,0,0.19,0.6279,0.15,0.0024,2.92,30.27,27.34,28.32,1,M. minutus
366,0.013999999999999999,0.0003,0.0,0.013999999999999999,0,0.08,0.2583,0.07,0.0065,2.92,30.27,27.34,28.32,1,M. minutus
367,0.01,0.0004,0.0,0.01,0,0.05,0.1982,0.04,0.0048,6.83,37.1,30.27,33.2,1,M. minutus
368,0.009000000000000001,0.0004,0.0,0.009000000000000001,0,0.06,0.2183,0.05,0.0019,3.9,32.22,28.32,30.27,1,M. minutus
369,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.07,0.2622,0.06,0.0054,5.85,34.17,28.32,30.27,1,M. minutus
370,0.015,0.0003,0.0,0.015,0,0.09,0.3765,0.08,0.0076,8.78,39.06,30.27,33.2,1,M. minutus
371,0.017,0.0002,0.0,0.017,0,0.12,0.6206,0.12,0.0042,4.88,33.2,28.32,30.27,1,M. minutus
372,0.013000000000000001,0.0003,0.0,0.013000000000000001,0,0.03,0.1475,0.03,0.0063,103.51,120.11,16.6,31.25,4,M. minutus
373,0.02,0.0002,0.0,0.02,0,0.06,0.3701,0.06,0.0031,6.83,36.13,29.29,32.22,1,M. minutus
374,0.006,0.0007,0.0,0.006,0,0.06,0.2896,0.05,0.0016,52.73,89.84,37.1,58.59,3,M. minutus
375,0.006,0.0007,0.0,0.006,0,0.1,0.4419,0.08999999999999998,0.0039,48.82,79.1,30.27,59.57,3,M. minutus
376,0.006,0.0007,0.0,0.006,0,0.16,0.8111,0.14,0.0021,80.07,80.07,0.0,65.42,4,M. minutus
377,0.006,0.0007,0.0,0.006,0,0.08,0.3735,0.07,0.0019,60.54,89.84,29.29,62.5,4,M. minutus
378,0.006,0.0007,0.0,0.006,0,0.11,0.5664,0.1,0.0024,50.78,80.07,29.29,64.45,3,M. minutus
379,0.069,0.0004,0.0,0.069,0,0.09,0.2774,0.06,0.0223,0.77,4.51,3.73,3.99,1,M. minutus
380,0.07400000000000001,0.0004,0.0,0.07400000000000001,0,0.1,0.3413,0.08,0.0172,0.38,4.12,3.73,3.86,1,M. minutus
381,0.067,0.0005,0.0,0.067,0,0.06,0.1787,0.04,0.0285,7.99,11.85,3.86,4.51,2,M. minutus
382,0.065,0.0005,0.0,0.065,0,0.06,0.2124,0.05,0.0245,1.16,5.15,3.99,4.38,1,M. minutus
383,0.08,0.0004,0.0,0.08,0,0.18,0.6279,0.14,0.0105,0.51,4.25,3.73,3.86,1,M. minutus
384,0.08199999999999999,0.0004,0.0,0.08199999999999999,0,0.14,0.4644,0.1,0.0103,1.03,4.89,3.86,4.38,1,M. minutus
385,0.087,0.0003,0.0,0.087,0,0.34,1.1407,0.27,0.0109,0.38,3.99,3.6,3.73,1,M. minutus
386,0.073,0.0004,0.0,0.073,0,0.24,0.7675999999999998,0.19,0.0145,0.51,4.12,3.6,3.73,1,M. minutus
387,0.034,0.0009,0.0,0.034,0,0.07,0.2222,0.05,0.0094,4.25,8.37,4.12,4.51,2,M. minutus
388,0.109,0.0003,0.0,0.109,0,0.07,0.522,0.08,0.0183,4.12,8.37,4.25,4.64,2,M. minutus
389,0.111,0.0003,0.0,0.111,0,0.1,0.7144,0.11,0.0206,2.57,6.96,4.38,4.76,1,M. minutus
390,0.087,0.0003,0.0,0.087,0,0.21,1.17,0.21,0.019,3.35,7.6,4.25,4.89,1,M. minutus
391,0.023,0.0013,0.0,0.023,0,0.03,0.1279,0.02,0.0182,13.01,13.01,0.0,4.25,4,M. minutus
392,0.022000000000000002,0.0014,0.0,0.022000000000000002,0,0.02,0.0747,0.01,0.0176,16.24,16.24,0.0,3.99,6,M. minutus
393,0.021,0.0014,0.0,0.021,0,0.01,0.0557,0.01,0.0135,16.37,16.37,0.0,3.86,6,M. minutus
394,0.013999999999999999,0.0022,0.0,0.013999999999999999,0,0.01,0.062,0.01,0.0113,16.24,16.24,0.0,3.86,4,M. minutus
395,0.201,0.0002,0.0,0.201,0,0.15,1.1866,0.16,0.0407,6.57,6.57,0.0,4.12,2,M. minutus
396,0.33299999999999996,0.0001,0.0,0.33299999999999996,0,0.14,1.6451,0.19,0.0195,3.86,7.34,3.48,4.25,2,M. minutus
397,0.127,0.0002,0.0,0.127,0,0.28,1.4869,0.27,0.0386,3.22,6.7,3.48,4.38,1,M. minutus
398,0.198,0.0002,0.0,0.198,0,0.19,1.4424,0.21,0.0345,4.25,7.6,3.35,4.25,2,M. minutus
399,0.124,0.0002,0.0,0.124,0,0.25,1.1861,0.22,0.0388,3.48,6.96,3.48,4.25,1,M. minutus
400,0.113,0.0003,0.0,0.113,0,0.28,1.2408,0.24,0.0372,3.99,7.47,3.48,4.25,1,M. minutus
401,0.308,0.0001,0.0,0.308,0,0.04,0.8194,0.06,0.031,11.85,11.85,0.0,3.6,3,M. minutus
402,0.529,0.0001,0.0,0.529,0,0.03,0.8155,0.05,0.0261,11.85,11.85,0.0,3.73,3,M. minutus
403,0.285,0.0001,0.0,0.285,0,0.09,1.5435,0.13,0.0361,6.7,6.7,0.0,3.6,2,M. minutus
404,0.22,0.0001,0.0,0.22,0,0.08,1.274,0.12,0.0288,6.18,6.18,0.0,3.99,2,M. minutus
405,0.36200000000000004,0.0001,0.0,0.36200000000000004,0,0.07,1.2115,0.1,0.0381,6.31,6.31,0.0,4.25,2,M. minutus
406,0.358,0.0001,0.0,0.358,0,0.08,1.2857,0.12,0.036000000000000004,6.57,6.57,0.0,4.25,3,M. minutus
407,0.275,0.0001,0.0,0.275,0,0.11,1.3584,0.15,0.0371,6.18,6.18,0.0,4.12,2,M. minutus
408,0.027999999999999997,0.0011,0.0,0.027999999999999997,0,0.03,0.0981,0.02,0.0139,16.24,16.24,0.0,3.09,5,M. minutus
409,0.068,0.0004,0.0,0.068,0,0.41,1.2681,0.34,0.0194,5.92,6.18,0.25,4.64,2,M. minutus
410,0.068,0.0004,0.0,0.068,0,0.08,0.2485,0.06,0.0557,4.64,8.5,3.86,4.12,2,M. minutus
411,0.063,0.0005,0.0,0.063,0,0.08,0.2417,0.06,0.0323,4.12,4.38,0.25,3.99,2,M. minutus
412,0.064,0.0005,0.0,0.064,0,0.04,0.126,0.03,0.0205,0.64,4.51,3.86,4.12,1,M. minutus
413,0.07400000000000001,0.0004,0.0,0.07400000000000001,0,0.04,0.1299,0.03,0.0395,0.64,4.64,3.99,4.25,1,M. minutus
414,0.071,0.0004,0.0,0.071,0,0.08,0.273,0.06,0.0244,3.73,4.12,0.38,3.86,2,M. minutus
415,0.024,0.0013,0.0,0.024,0,0.02,0.0801,0.02,0.0073,16.24,16.24,0.0,3.22,11,M. minutus
416,0.026000000000000002,0.0012,0.0,0.026000000000000002,0,0.03,0.1309,0.03,0.0141,11.98,11.98,0.0,3.09,3,M. minutus
417,0.036000000000000004,0.0008,0.0,0.036000000000000004,0,0.08,0.2417,0.06,0.0195,1.28,5.41,4.12,4.38,1,M. minutus
418,0.037000000000000005,0.0008,0.0,0.037000000000000005,0,0.07,0.207,0.05,0.0264,1.28,5.41,4.12,4.51,1,M. minutus
